programme_code,programme_name,difficulty,weight,question,option_A,option_B,option_C,option_D,answer_letter,answer_text
DAIRY,BRAC Dairy and Food Project,Easy,1,Which activity best matches BRAC Dairy and Food Project’s core work?,advocacy campaigns and policy dialogue,locally led adaptation planning and pilots,"clubs, volunteering and innovation challenges","milk collection, processing and distribution",D,"milk collection, processing and distribution"
DAIRY,BRAC Dairy and Food Project,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Dairy and Food Project?,"SDG 9: Industry, Innovation and Infrastructure",SDG 2: Zero Hunger,SDG 1: No Poverty,SDG 10: Reduced Inequalities,B,SDG 2: Zero Hunger
DAIRY,BRAC Dairy and Food Project,Medium,1.5,BRAC Dairy and Food Project operates primarily in which setting?,"schools, campuses and communities",institutions and communities,milk sheds and markets,nurseries and community spaces,C,milk sheds and markets
DAIRY,BRAC Dairy and Food Project,Medium,1.5,Which indicator BEST reflects success for BRAC Dairy and Food Project?,repayment rates and enterprise growth,saplings sold and survival rates,seed sales and varietal adoption,milk quality and volumes processed,D,milk quality and volumes processed
DAIRY,BRAC Dairy and Food Project,Hard,2,BRAC Dairy and Food Project commonly partners with which stakeholders?,growers and local distributors,internal programmes and tech partners,dairy farmers and retailers,local government and programme clusters,C,dairy farmers and retailers
DAIRY,BRAC Dairy and Food Project,Hard,2,What is the MAIN delivery channel used by BRAC Dairy and Food Project?,group meetings and field visits,community platforms and ward-level forums,"risk alerts, drills and training",cold chain and distribution networks,D,cold chain and distribution networks
DAIRY,BRAC Dairy and Food Project,Hard,2,Which innovation is TYPICAL of BRAC Dairy and Food Project?,faecal sludge management and hygiene nudges,salinity-smart practices and vulnerability mapping,quality testing and value-added products,tailored loan products and client-centric design,C,quality testing and value-added products
DAIRY,BRAC Dairy and Food Project,Hard,2,Which risk or challenge is BRAC Dairy and Food Project MOST concerned with?,spoilage and price volatility,low survival and pest risks,limited pathways and underemployment,dropout and learning loss,A,spoilage and price volatility
SEED,BRAC Seed and Agro Enterprise,Easy,1,Which area is MOST central to BRAC Seed and Agro Enterprise?,climate adaptation and resilience,agri-inputs and improved seed,primary health and community health systems,integrated rural development,B,agri-inputs and improved seed
SEED,BRAC Seed and Agro Enterprise,Easy,1,Who are the primary participants/beneficiaries for BRAC Seed and Agro Enterprise?,farmers,hard-to-reach communities,smallholder farmers and consumers,communities and grassroots groups,A,farmers
SEED,BRAC Seed and Agro Enterprise,Easy,1,Which activity best matches BRAC Seed and Agro Enterprise’s core work?,school support and learning centres,production and distribution of quality seed,legal counselling and rights awareness,microloans and financial literacy,B,production and distribution of quality seed
SEED,BRAC Seed and Agro Enterprise,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Seed and Agro Enterprise?,SDG 1: No Poverty,SDG 6: Clean Water and Sanitation,"SDG 16: Peace, Justice and Strong Institutions",SDG 2: Zero Hunger,D,SDG 2: Zero Hunger
SEED,BRAC Seed and Agro Enterprise,Medium,1.5,BRAC Seed and Agro Enterprise operates primarily in which setting?,agricultural regions,camps and host communities,rural and urban communities,flood- and cyclone-prone areas,A,agricultural regions
SEED,BRAC Seed and Agro Enterprise,Medium,1.5,Which indicator BEST reflects success for BRAC Seed and Agro Enterprise?,job placement and earnings,seed sales and varietal adoption,neighbourhoods with better services and governance,clients counselled and safe migration outcomes,B,seed sales and varietal adoption
SEED,BRAC Seed and Agro Enterprise,Hard,2,BRAC Seed and Agro Enterprise commonly partners with which stakeholders?,"schools, parents and communities","government, recruiters and service providers",research institutes and dealers,dairy farmers and retailers,C,research institutes and dealers
SEED,BRAC Seed and Agro Enterprise,Hard,2,What is the MAIN delivery channel used by BRAC Seed and Agro Enterprise?,"apps, data systems and support desks",agro-dealer networks and demos,retail outlets and fairs,cold chain and distribution networks,B,agro-dealer networks and demos
SEED,BRAC Seed and Agro Enterprise,Hard,2,Which innovation is TYPICAL of BRAC Seed and Agro Enterprise?,pre-departure orientation and referrals,evidence-led messaging and storytelling,high-yield and stress-tolerant varieties,graduation approach and tailored coaching,C,high-yield and stress-tolerant varieties
SEED,BRAC Seed and Agro Enterprise,Hard,2,Which risk or challenge is BRAC Seed and Agro Enterprise MOST concerned with?,discrimination and harmful norms,low seed quality and yield gaps,urban disaster and infrastructure gaps,skills mismatch and job scarcity,B,low seed quality and yield gaps
NURSERY,Nursery,Easy,1,Which area is MOST central to Nursery?,migration support services,dairy processing and nutrition,saplings and horticulture,disaster risk reduction and preparedness,C,saplings and horticulture
NURSERY,Nursery,Easy,1,Who are the primary participants/beneficiaries for Nursery?,farmers,households and farmers,fish farmers and value chain actors,people affected by crises,B,households and farmers
NURSERY,Nursery,Easy,1,Which activity best matches Nursery’s core work?,community-based disaster preparedness and early warning,"information, counselling and linkage to services",production and sale of plant saplings,multi-sector humanitarian assistance,C,production and sale of plant saplings
NURSERY,Nursery,Medium,1.5,Which Sustainable Development Goal aligns BEST with Nursery?,SDG 5: Gender Equality,SDG 15: Life on Land,SDG 10: Reduced Inequalities,SDG 4: Quality Education,B,SDG 15: Life on Land
NURSERY,Nursery,Medium,1.5,Nursery operates primarily in which setting?,nurseries and community spaces,ponds and aquaculture hubs,learning centres and home study,community and policy platforms,A,nurseries and community spaces
NURSERY,Nursery,Medium,1.5,Which indicator BEST reflects success for Nursery?,saplings sold and survival rates,households with preparedness plans and trained volunteers,households reached across multiple services,job placement and earnings,A,saplings sold and survival rates
NURSERY,Nursery,Hard,2,Nursery commonly partners with which stakeholders?,growers and local distributors,industry and training providers,government health system and partners,internal programmes and tech partners,A,growers and local distributors
NURSERY,Nursery,Hard,2,What is the MAIN delivery channel used by Nursery?,retail outlets and fairs,"risk alerts, drills and training",structured worksheets and feedback,community platforms and ward-level forums,A,retail outlets and fairs
NURSERY,Nursery,Hard,2,Which innovation is TYPICAL of Nursery?,remedial education and playful learning,diverse species and better propagation,graduation approach and tailored coaching,evidence-led messaging and storytelling,B,diverse species and better propagation
NURSERY,Nursery,Hard,2,Which risk or challenge is Nursery MOST concerned with?,climate variability and slow-onset stresses,skills mismatch and job scarcity,low survival and pest risks,service fragmentation and access barriers,C,low survival and pest risks
FISH,Fisheries,Easy,1,Which area is MOST central to Fisheries?,migration support services,dairy processing and nutrition,inclusive financial services,aquaculture and fisheries services,D,aquaculture and fisheries services
FISH,Fisheries,Easy,1,Who are the primary participants/beneficiaries for Fisheries?,school-age children,youth and jobseekers,climate-vulnerable households,fish farmers and value chain actors,D,fish farmers and value chain actors
FISH,Fisheries,Easy,1,Which activity best matches Fisheries’s core work?,multi-sector humanitarian assistance,"milk collection, processing and distribution",improving access to basic services in informal settlements,"fingerlings, feed and best practices",D,"fingerlings, feed and best practices"
FISH,Fisheries,Medium,1.5,Which Sustainable Development Goal aligns BEST with Fisheries?,SDG 4: Quality Education,SDG 13: Climate Action,SDG 2: Zero Hunger,SDG 1: No Poverty,C,SDG 2: Zero Hunger
FISH,Fisheries,Medium,1.5,Fisheries operates primarily in which setting?,flood- and cyclone-prone areas,ponds and aquaculture hubs,enterprise IT and field tech,char/haor/remote areas,B,ponds and aquaculture hubs
FISH,Fisheries,Medium,1.5,Which indicator BEST reflects success for Fisheries?,saplings sold and survival rates,youth participation and projects delivered,yields and farmer income,clients counselled and safe migration outcomes,C,yields and farmer income
FISH,Fisheries,Hard,2,Fisheries commonly partners with which stakeholders?,city corporations and local government bodies,industry and training providers,"ministries, CSOs and networks",hatcheries and extension providers,D,hatcheries and extension providers
FISH,Fisheries,Hard,2,What is the MAIN delivery channel used by Fisheries?,work-based learning and certification,demo ponds and advisory,service centres and outreach,capacity building and advocacy,B,demo ponds and advisory
FISH,Fisheries,Hard,2,Which innovation is TYPICAL of Fisheries?,remedial education and playful learning,improved breeds and pond management,graduation approach and tailored coaching,automation and data-driven decision tools,B,improved breeds and pond management
FISH,Fisheries,Hard,2,Which risk or challenge is Fisheries MOST concerned with?,"disease, water quality and input costs",displacement and protection risks,system downtime and data risks,"violence, exploitation and legal exclusion",A,"disease, water quality and input costs"
